comment,label,comment_length,comment_cleaned
تندی و شوری پاستا بیش از حد بود!,0,32,تندی و شوری پاستا بیش از حد بود
بسیار بسیار غذای بی کیفیتی دیگه جوجه چی داره این مزه‌ای دار میارید,0,66,بسیار بسیار غذای بی کیفیتی دیگه جوجه چی داره این مزهای دار میارید
خوب بود حجمشم خوب بود تازه و خوش‌رنگ,1,36,خوب بود حجمشم خوب بود تازه و خوشرنگ
خوشمزه اما سرد تحویل شد,1,23,خوشمزه اما سرد تحویل شد
همه چیز عالی بود. برگر خوشمزه. پیک سریع و خوش‌برخورد. زودتر از وقت خودش رسید. ممنون,1,83,همه چیز عالی بود برگر خوشمزه پیک سریع و خوشبرخورد زودتر از وقت خودش رسید ممنون
هم خوش‌طعم بود هم قیمتش مناسبه و هم خیلی زود رسید.,1,50,هم خوشطعم بود هم قیمتش مناسبه و هم خیلی زود رسید
خیلی چرب بود وگرنه بقیه چیزا خوب بود,0,36,خیلی چرب بود وگرنه بقیه چیزا خوب بود
مواد سالاد مانده بود,0,20,مواد سالاد مانده بود
بسیار مونده بود و اصلا لب به جوجه‌کباب ران نزدم اینقدر بوی بدی می‌داد. متاسفم,0,77,بسیار مونده بود و اصلا لب به جوجهکباب ران نزدم اینقدر بوی بدی میداد متاسفم
غذا خشک بود و طعم خاصی نداشت قیمت به نسبت غذا زیاد بود بهتر یک مقدار خورشت را در ظرف دیگری به عنوان سس قرار بدهید پیشنهاد می‌دهم از تمر هندی خیسانده و صاف شده در خورشت بادنجانتاتان استفاده کنید,0,193,غذا خشک بود و طعم خاصی نداشت قیمت به نسبت غذا زیاد بود بهتر یک مقدار خورشت را در ظرف دیگری به عنوان سس قرار بدهید پیشنهاد میدهم از تمر هندی خیسانده و صاف شده در خورشت بادنجانتاتان استفاده کنید
واکس بی‌رنگ خواستم در حالیکه واکس با رنگ قهوه‌ای فرستادن خوب این به درد من نمیخوره چیکار باید کرد؟ اگر حضوری خریده بودم که این اتفاق نمی‌افتاد,0,142,واکس بیرنگ خواستم در حالیکه واکس با رنگ قهوهای فرستادن خوب این به درد من نمیخوره چیکار باید کرد اگر حضوری خریده بودم که این اتفاق نمیافتاد
این کیفیت سرویس رو حفظ کنید لطفا,1,32,این کیفیت سرویس رو حفظ کنید لطفا
«غذا یک ساعت و نیم بعد از سفارش رسید بعد از چندین بار پیگیری و واقعا» «من دیگه از سیب سفارش نمیدم»,0,98,غذا یک ساعت و نیم بعد از سفارش رسید بعد از چندین بار پیگیری و واقعا من دیگه از سیب سفارش نمیدم
کیفیت قدیم رو نداشت,0,19,کیفیت قدیم رو نداشت
کیفیت زیاد جالب نبود به نسبت نظرات,0,34,کیفیت زیاد جالب نبود به نسبت نظرات
عالی بود خیلی زود آوردند,1,24,عالی بود خیلی زود آوردند
طعم بلوبری کمی مصنوعی بود ولی در کل خوب بود و به موقع رسید.,1,59,طعم بلوبری کمی مصنوعی بود ولی در کل خوب بود و به موقع رسید
پپرونی بود ولی تند نبود,1,23,پپرونی بود ولی تند نبود
ساندویج ژامبون بی‌کیفیت بود و بیشترش نون بود کلا کیفیت نسبت به قبل ماه رمضون خیلی خیلی پایین بود,0,96,ساندویج ژامبون بیکیفیت بود و بیشترش نون بود کلا کیفیت نسبت به قبل ماه رمضون خیلی خیلی پایین بود
لطفا بسته بندی سالاد کلم را عوض کنید. یا حداقل طوری چسب بزنید که راحت‌تر باز بشه,1,80,لطفا بسته بندی سالاد کلم را عوض کنید یا حداقل طوری چسب بزنید که راحتتر باز بشه
همه چیز خوب بود هم مرغ هم سیب‌زمینی فقط کمی طعم ادویه‌ها بهتر بشه عالی میشه,1,75,همه چیز خوب بود هم مرغ هم سیبزمینی فقط کمی طعم ادویهها بهتر بشه عالی میشه
تارت میوه بسیار بد بود پولم را حرام کردم کهنه و سفت,1,51,تارت میوه بسیار بد بود پولم را حرام کردم کهنه و سفت
بر عکس همیشه کیفیت غذا پایین و مرغ و سیب‌زمینی کاملا مونده غذا هم اینقدر دیر رسید که سرد سرد در حد ماسیدن بود از باروژ توقع خیلی بیشتری داشتم,0,141,بر عکس همیشه کیفیت غذا پایین و مرغ و سیبزمینی کاملا مونده غذا هم اینقدر دیر رسید که سرد سرد در حد ماسیدن بود از باروژ توقع خیلی بیشتری داشتم
واقعا عالی بودد واقعا دمتوون گرمم,1,33,واقعا عالی بودد واقعا دمتوون گرمم
خوب بود، شیرینیش کمتر بود بهتر می‌شد,1,36,خوب بود شیرینیش کمتر بود بهتر میشد
چیز کیک‌ها کاملا مونده بودند,0,28,چیز کیکها کاملا مونده بودند
سفارش ناقص بود و هزینه هم کسر نشده بود,0,38,سفارش ناقص بود و هزینه هم کسر نشده بود
غذا بسیار عالی.. زمان تحویل خیلی خوب. و تحویل دهنده بسیا مودب و باشخصیت. ممنون از زودفود عزیز و پرپروک عزیز,1,107,غذا بسیار عالی زمان تحویل خیلی خوب و تحویل دهنده بسیا مودب و باشخصیت ممنون از زودفود عزیز و پرپروک عزیز
کیک سالم تحویل داده نشده,0,24,کیک سالم تحویل داده نشده
واقعا دیر کردید غذا سرد بود با اینکه فاصله تا خانه ما حدود یک خیابان بود. این احتمالا اولین و آخرین سفارش من خواهد بود.,0,119,واقعا دیر کردید غذا سرد بود با اینکه فاصله تا خانه ما حدود یک خیابان بود این احتمالا اولین و آخرین سفارش من خواهد بود
اولا کیک وقتی رسید کاملا کج شده بود و. پیک خیلی راحت گفت ما چون با موتور میاریم همینه! ثانیا کیک یخزده بود! کاملا مشخصه که کیک کهنه بود هنگا خوردن، تیکه‌های خامه‌ی یخی بود. که زیر. دندان میومد!,0,193,اولا کیک وقتی رسید کاملا کج شده بود و پیک خیلی راحت گفت ما چون با موتور میاریم همینه ثانیا کیک یخزده بود کاملا مشخصه که کیک کهنه بود هنگا خوردن تیکههای خامهی یخی بود که زیر دندان میومد
کویین عالی بود پپرونی به نسبت جاهای دیگه تند‌تر بود هر دوش خیلی خوشمزه بود و داغه داغ به دستمون رسید,1,100,کویین عالی بود پپرونی به نسبت جاهای دیگه تندتر بود هر دوش خیلی خوشمزه بود و داغه داغ به دستمون رسید
مغایرت در محصول و قیمت ارسالی به جای مایع سوسک کش و حشره‌کش رازی با قیمت ۹۵۰۰ مایع سوسک کش قهرمان با قمیت ۸۸۰۰ آوردن به جای پودر تار و مار با قیمت ۳۹۶۰ پودر اتک با قیمت ۲۷۶۰ آوردن,0,179,مغایرت در محصول و قیمت ارسالی به جای مایع سوسک کش و حشرهکش رازی با قیمت  مایع سوسک کش قهرمان با قمیت  آوردن به جای پودر تار و مار با قیمت  پودر اتک با قیمت  آوردن
